id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26954842,Log Cabin Retreat minutes from Downtown Nashville,31159071,Cory,,District 3,36.25565,-86.80797,Entire home/apt,183,2,293,2024-09-06,3.92,2,278,45,
26990097,Melrose Bungalow in Historic Woodland - Six Min to Broadway,16636575,Winston,,District 17,36.13015,-86.77597,Entire home/apt,,3,103,2024-09-01,1.48,1,158,16,
26996194,Rustic Nashville Home <10minutes from Downtown,203121079,John,,District 21,36.1581,-86.8261,Entire home/apt,,28,122,2024-08-19,1.64,1,95,16,
27019693,Private Suite,45921484,Adi,,District 5,36.20958,-86.7565,Entire home/apt,120,30,148,2024-06-29,2.00,1,90,1,
27047473,Charming Bungalow*Close to DWTN*Free Parking!,150990116,Jennifer,,District 21,36.18275,-86.80951,Entire home/apt,296,2,138,2024-08-29,1.90,1,167,47,
27055831,"Fall Sale! Spacious: Geodis Park, Car Garage",203574354,Chad & Steph,,District 17,36.13267,-86.76563,Entire home/apt,267,2,115,2024-08-31,1.62,1,347,21,
27060417,"2BR Premium Suite: DT Nash, Full Kitchen & Living",197082329,TMC Hospitality,,District 19,36.15825,-86.77226,Private room,,1,258,2024-09-01,3.73,17,339,32,
27068316,Spa & IG-Pretty! BIG 4BR 3BA 12 Beds Near Downtown,203687236,Brent,,District 16,36.10549,-86.73935,Entire home/apt,,1,127,2024-08-14,1.73,1,304,13,
27084016,"4BR Suite: DT Nash, Full Kitchen/Living, Sleeps 12",197082329,TMC Hospitality,,District 19,36.1567,-86.77357,Private room,,1,90,2024-06-30,1.27,17,0,7,
27084276,"3BR Suite: DT Nash, Full Kitchen & Living Room",197082329,TMC Hospitality,,District 19,36.15832,-86.77156,Private room,,1,547,2024-09-04,7.70,17,345,128,
27084353,Cozy Private House Close to Airport/Downtown/Opry,118711378,Dennis,,District 15,36.15308,-86.66041,Entire home/apt,132,30,73,2024-01-01,0.98,4,230,2,
27084813,2BR Bode,197082329,TMC Hospitality,,District 19,36.15701,-86.77292,Entire home/apt,,1,3,2021-04-25,0.07,17,365,0,
27084898,"1BR: Heart of Downtown Nashville, Walk to Broadway",197082329,TMC Hospitality,,District 19,36.1573,-86.7724,Private room,,1,368,2024-08-19,5.20,17,346,65,
29127695,Luxurious Extraordinaire-3 BR-Downtown Action,101426897,Host Extraordinaires,,District 21,36.18036,-86.80965,Entire home/apt,185,2,134,2024-09-02,1.86,207,344,21,
29156646,Private Entrance Charming Guest Suite,48273583,Melvin And Beatriz,,District 11,36.20937,-86.60541,Private room,71,1,749,2024-09-11,10.35,1,339,121,
29185445,Music City Memories Downtown - Parking Included,159458654,Russell,,District 19,36.16268,-86.78369,Entire home/apt,256,2,301,2024-09-16,4.29,3,149,48,
29210307,Chic Urban Townhouse with City View Roof Terrace,72156,Adam,,District 19,36.17296,-86.79755,Entire home/apt,,2,41,2024-04-29,0.57,4,211,1,
29218046,Private Apartment in Cozy East Nash Home,99579081,Conor,,District 6,36.18407,-86.70979,Entire home/apt,79,1,185,2024-09-15,2.57,1,61,50,
29237501,A6*) Good Time Gulch Home - 5 Mins to Broadway,206006183,Drew,,District 17,36.14537,-86.78471,Entire home/apt,331,2,214,2024-09-08,2.97,32,335,31,
29252987,Nashville 1 bedroom Condo,107559785,Dominic,,District 15,36.21957,-86.70405,Entire home/apt,,1,1,2019-04-07,0.02,4,348,0,
29261515,Walk to Broadway's Live Music Spots from a Hip Townhouse,39323330,David,,District 19,36.15544,-86.77036,Entire home/apt,,2,326,2024-09-09,4.56,5,210,74,
29337128,Three Story Home With Urban Courtyard Minutes to Downtown,101769523,Jenny & Henry,,District 17,36.13544,-86.78101,Entire home/apt,177,1,86,2024-05-03,1.31,5,332,9,
29354867,Golf Course View Near Airport and Lake,33228196,Raymond And Sharon,,District 29,36.08423,-86.63474,Private room,82,1,300,2024-09-05,4.43,1,301,54,
29380601,Cozy Nashville Retreat,56772039,Nate,,District 16,36.11871,-86.73573,Entire home/apt,83,30,50,2024-05-27,0.70,3,76,2,
29384677,Sunshine  master suite with a view - Nashville,210538243,Jennifer,,District 31,36.0219,-86.69646,Private room,58,30,14,2022-11-05,0.20,5,322,0,
29385968,Lockeland Luxe｜Walk to 5 Points｜2 mi to Broadway,28658845,Heather,,District 6,36.17045,-86.74659,Entire home/apt,347,3,98,2024-09-09,1.52,1,301,28,2019008848
29389215,Taylor Swift's Nashville Retreat/14 Beds,104850762,DC Capital,,District 21,36.15402,-86.82131,Entire home/apt,,2,121,2024-08-25,1.70,24,335,12,
29389616,Dolly's Dream House/RfTop Deck/14 Beds/2nd Hm Opt.,104850762,DC Capital,,District 21,36.15561,-86.81977,Entire home/apt,,2,119,2024-09-02,1.67,24,319,13,
29416128,"Nashville's discount getaway, 30 day stays ONLY",87619420,Brooke,,District 2,36.18296,-86.81239,Private room,74,30,3,2018-12-30,0.04,1,179,0,
29416446,"Beautiful new home, 30 day stays only!",139502659,Brooke,,District 2,36.18666,-86.81479,Private room,47,30,5,2019-03-18,0.07,1,365,0,
29438857,Home Suite Home,74613311,Nancye Denise,,District 26,36.07784,-86.73415,Entire home/apt,85,1,371,2024-09-11,5.19,4,3,46,
29480719,Downtown Nashvile - Comfy & Cozy (B),157362828,Ron & Susan,,District 19,36.16005,-86.80126,Entire home/apt,121,2,154,2024-09-17,2.16,9,133,18,
29487235,3BR Walkable Germantown Getaway < 2 mi to Broadway,5324006,Sarah,,District 19,36.18195,-86.7952,Entire home/apt,188,1,23,2024-09-16,6.00,1,115,23,
29492548,DOWNTOWN NASHVILLE - COMFY & COZY (A),157362828,Ron & Susan,,District 19,36.16004943847656,-86.80126190185547,Entire home/apt,118,2,186,2024-09-11,2.61,9,148,16,
29511447,Cozy Downtown Charmer - 3br/2bath - Walk To Gulch,101426897,Host Extraordinaires,,District 19,36.14758,-86.78833,Entire home/apt,,2,154,2024-09-01,2.15,207,326,30,
29543248,Downtown Nashville - Comfy & Cozy (C),157362828,Ron & Susan,,District 19,36.16005,-86.80126,Entire home/apt,118,2,158,2024-09-12,2.21,9,132,41,
29594945,Freshly Updated! Private Bed/Bath 4 miles 2 City,55055577,Nicole,,District 6,36.19321,-86.74039,Private room,,2,129,2023-09-17,1.86,2,58,0,
29597526,The Best of Nashville-5 minutes from Downtown!,61854838,Danette,,District 21,36.15838,-86.82899,Entire home/apt,,2,18,2024-09-16,1.16,1,80,10,
29604917,Entire home 3 miles from downtown (Urban Retreat!),2622999,Derek,,District 21,36.1832389831543,-86.80709075927734,Entire home/apt,251,1,107,2024-09-01,3.83,1,106,53,
29629140,BendyHills: Sunny Room for Business or Fun Travel!,214721166,Wendy,,District 22,36.07799,-86.93096,Private room,52,2,135,2024-07-29,2.01,3,47,35,
30593043,Ridgetop Retreat. 16 miles to Nashville.,229171323,Amy,,District 10,36.3967,-86.76249,Entire home/apt,141,2,181,2024-09-02,2.58,1,293,19,
30658935,Fall Sale! 3 Comfy King Bedrooms Near Dtwn,167417432,Cal & Steph,,District 17,36.132668,-86.765633,Entire home/apt,249,2,182,2024-09-02,2.61,8,342,39,
30673584,Music City Sounds Good! Downtown HonkyTonks 1mile!,73602055,Donna,,District 19,36.17588,-86.78151,Entire home/apt,178,2,192,2024-08-26,2.76,3,323,33,
30713885,Downtown Escape/12 Beds/Rftop Deck/2nd Home Option,104850762,DC Capital,,District 21,36.15627,-86.82158,Entire home/apt,,2,108,2024-09-02,1.55,24,344,17,
30725834,Rockin' West Nashville Retreat,229983558,James,,District 20,36.14481,-86.87847,Entire home/apt,276,1,36,2024-08-19,1.94,1,341,18,
30733432,Spacious Townhome Close to Downtown!,57195797,Erik,,District 5,36.19382,-86.75679,Entire home/apt,206,4,207,2024-09-15,2.97,1,39,33,
30815522,"Mini-Marigold, Spacious efficiency",74613311,Nancye Denise,,District 26,36.07802,-86.73439,Entire home/apt,88,2,173,2024-07-18,2.47,4,4,26,
30825077,Nashville Waterfront Prince Room! - 30 day min.,25430263,Danny,,District 20,36.13813,-86.8928,Private room,40,30,9,2023-02-14,0.13,12,365,0,
30825336,Nashville Waterfront Apt! 30 day min.,25430263,Danny,,District 20,36.14012,-86.89276,Entire home/apt,69,30,6,2022-04-29,0.09,12,365,0,
30852265,Private 1 bedroom fully furnished on Music Row!,230670302,Diane,,District 17,36.14294,-86.79325,Entire home/apt,,3,115,2024-05-27,1.70,3,0,14,
30854396,"LaLaLand! Share entire house w/songwrter, Dwntown",230685521,Lala,,District 17,36.14588,-86.76391,Private room,99,2,151,2024-08-18,2.22,1,148,24,
30908927,The Honky Tonk - 2 Blocks to Broadway,30962240,XENOS Guest-Friend,,District 19,36.164764,-86.777824,Entire home/apt,,2,154,2024-07-28,2.21,17,277,30,
30914945,"Vintage Cozy Bungalow, Close to Bars & Downtown!",69229614,Jeff,,District 5,36.19054,-86.75047,Entire home/apt,167,1,227,2024-09-01,3.26,2,110,65,
30935680,Comfy Cottage in Hip Neighborhd - 10 mins to DWTN,224824154,Leslie,,District 20,36.1665,-86.8574,Entire home/apt,122,2,361,2024-09-12,5.18,4,141,64,
30941221,Penthouse Apartment in Heart of Midtown,69229614,Jeff,,District 19,36.14932,-86.79922,Entire home/apt,,30,5,2022-07-10,0.13,2,0,0,
30952435,2 miles downtown. Sleeps 12. Brand new.  Classy,231273495,Lynn,,District 21,36.17246,-86.80631,Entire home/apt,463,3,61,2024-08-04,0.91,6,249,7,
30954042,Urban Retreat Minutes to the Gulch | Downtown,3324376,Alex From Abode,,District 19,36.16384,-86.80083,Entire home/apt,93,1,103,2024-09-04,1.48,31,0,5,
30956198,Explore Downtown Nashville | Hip Designer Condo,3324376,Alex From Abode,,District 19,36.16579,-86.80241,Entire home/apt,119,1,140,2024-08-24,2.00,31,354,7,
30956448,Contemporary Condo Minutes To Downtown | Gulch,3324376,Alex From Abode,,District 19,36.16523,-86.8015,Entire home/apt,119,1,96,2024-08-11,1.38,31,339,2,
30975877,Downtown Haven,225787246,Ron,,District 19,36.16973,-86.79572,Entire home/apt,,3,64,2024-05-06,0.93,1,349,5,
31020971,The Goat Hauler,231688310,Danielle,,District 8,36.22339,-86.7299,Entire home/apt,127,2,175,2024-09-15,2.52,1,161,27,
31033589,Music City Townhomes Unit B- 1.5 Miles to downtown,24125456,Bryan,,District 18,36.1417,-86.81293,Entire home/apt,,3,9,2024-08-05,0.13,2,160,2,
31034952,"Veteran owned Near airport, minutes to downtown",4104641,Brandi,,District 13,36.13073,-86.64045,Entire home/apt,255,2,74,2024-08-05,1.10,1,118,4,
31040183,Wyndham Nashville -2 bdrm condo,30787515,Brooke,,District 15,36.22113,-86.70511,Entire home/apt,,2,4,2020-07-07,0.06,6,0,0,
31057725,Fantastic Hip Apartment In Great Neighborhood!,120122936,Jeff,,District 6,36.18383,-86.7471,Entire home/apt,101,2,501,2024-09-12,7.19,3,274,83,
31068722,Artsy Retreat Condo with Roof Top Deck!,126174,TrueAvenue,,District 5,36.17404,-86.76568,Entire home/apt,118,30,12,2024-06-03,0.20,29,167,4,
31077200,Boutique 1 Bedroom Condo in Dynamic 12 South #204,45101594,Scarlett,,District 17,36.12326,-86.78975,Entire home/apt,174,2,248,2024-08-25,3.58,49,340,29,
31101139,River View! Pool & Hot Tub! Close to Opry!,34410548,Greg,,District 15,36.24241,-86.70535,Entire home/apt,290,2,145,2024-09-05,2.17,3,292,31,
31113600,Serenity Haven 2 (private bedroom),1515903,Karen,,District 6,36.18479,-86.71479,Private room,29,30,7,2023-03-23,0.22,2,268,0,
31129664,Private Apartment Next to Everything,6356415,Jackie,,District 17,36.13356,-86.78664,Entire home/apt,118,30,34,2024-08-10,0.49,1,250,1,
31148304,Joycehouse,27517344,Bethany,,District 8,36.23287,-86.74302,Entire home/apt,,30,0,,,1,2,0,
31148397,Private Suite Minutes from Downtown,110001973,Tim,,District 5,36.194084,-86.768829,Entire home/apt,149,2,85,2024-08-18,1.42,1,255,17,
31167145,Southern Exposure: Centrally located one-BR-Apt,226730789,Rebecca,,District 4,36.03688,-86.7328,Entire home/apt,115,2,157,2024-08-12,2.28,1,298,14,
31183089,"Best Of Nashville - Award Winning, Top Floor Studio and Pool",133757060,Zac,,District 17,36.12583,-86.77743,Entire home/apt,110,1,419,2024-09-05,6.03,8,347,54,
31221695,3 Miles to Downtown & Nissan Stadium; Free Parking,56912435,Jill,,District 2,36.19469,-86.77914,Entire home/apt,214,3,110,2024-08-04,1.58,1,178,11,
31281546,A8) Gulch Home - Great for Lg Group - Big Rooftop!,206006183,Drew,,District 17,36.144,-86.78661,Entire home/apt,372,2,223,2024-09-16,3.26,32,339,33,
31306421,Walk to stadium - in heart of all things Nashville,5633033,Michelle,,District 6,36.17035,-86.75832,Entire home/apt,160,2,245,2024-09-17,3.59,1,227,39,
31317832,The Fox Den—Bright East Nashville Guest Suite,24562305,Michelle,,District 7,36.19459,-86.74165,Entire home/apt,146,2,255,2024-09-03,3.82,1,168,19,
31334513,Cozy Bedroom with a Bay Window,26871625,Sarah And Jonathan,,District 29,36.08248,-86.61163,Private room,64,1,146,2024-08-31,2.14,1,50,28,
31337234,Hip East Nashville house walking dist to top eats.,4899259,Robert,,District 5,36.18671,-86.75329,Entire home/apt,249,3,346,2024-09-10,5.42,2,228,71,
31416365,Luxury Escape-Broadway Retreat-3BR-Minutes to DT,235324261,Zach,,District 17,36.13016128540039,-86.73486328125,Entire home/apt,103,1,274,2024-09-03,4.02,1,160,47,
31492711,Cozy Ground-Floor East Nashville; min to dwntwn,50055927,Bobby,,District 6,36.18044,-86.74848,Entire home/apt,226,1,247,2024-08-18,3.58,2,240,23,
31505942,East Nashville Stunner <10mins to Broadway!,236061698,Kathleen,,District 5,36.18942,-86.76794,Entire home/apt,,3,60,2024-09-02,0.88,1,142,16,
31508839,"Stylish in East Nashville, Min to downtown",50055927,Bobby,,District 6,36.17922,-86.74908,Entire home/apt,204,1,209,2024-08-11,3.03,2,248,17,
31513722,Soak up the Calm at an East Nashville Colby Guest House,182614761,Jill & Bud,,District 6,36.17169,-86.75664,Entire home/apt,150,2,294,2024-09-02,4.31,1,49,41,
31536755,Pink Dolly House! Close to Broadway! Clean!,38370540,Bailee,,District 6,36.16714,-86.74814,Entire home/apt,216,1,242,2024-08-29,3.81,1,281,82,
31574093,Wyndham Nashville- 2 bdrm near opry,30787515,Brooke,,District 15,36.21935,-86.70375,Entire home/apt,,2,2,2021-04-08,0.04,6,0,0,
31586142,Skyline Lofts B,228902807,Marquice,,District 5,36.18854,-86.7747,Entire home/apt,154,1,224,2024-09-02,3.25,2,170,23,
31588888,Modern Guest Suite in East Nashville Townhouse Near Downtown,191048339,Amanda,,District 5,36.20517,-86.7399,Private room,214,2,77,2023-05-07,1.12,2,54,0,
31593402,Suite Spot of Belmont/12 South,58921205,William,,District 18,36.12742,-86.79368,Private room,178,3,48,2023-09-11,0.71,1,169,0,
31617574,Private Apt. Between Downtown & Franklin,64463691,Kat,,District 26,36.08176,-86.73338,Entire home/apt,,2,73,2023-10-09,1.06,1,0,1,
31625541,Huge Home Close to Downtown w/ Hot Tub!,34410548,Greg,,District 18,36.13871,-86.81523,Entire home/apt,,2,166,2024-09-08,2.48,3,282,27,
31626962,"New Pool, Hot Tub! 5.5 Baths, Near Downtown!",34410548,Greg,,District 24,36.13661,-86.83493,Entire home/apt,469,2,172,2024-09-15,2.57,3,278,32,
31695776,Chic&Cozy Modern Architecture Townhouse,312585112,Nash,,District 5,36.20341,-86.74127,Entire home/apt,191,2,116,2024-09-08,1.71,30,347,19,
31715199,Luxury  Retreat Home  in the Heart of 12 South,112306052,Debbie,,District 18,36.12331,-86.79092,Entire home/apt,789,3,39,2024-07-15,0.58,1,327,5,
27134499,Buchanan Suite - Private Entry/Close to everything,15929189,Jordan,,District 21,36.18087,-86.80868,Entire home/apt,86,1,360,2024-09-02,4.95,1,48,49,
27135016,Modern Townhouse w/ Rooftop Downtown Views,39861993,Anthony Scott,,District 5,36.18897,-86.77299,Entire home/apt,,2,180,2024-09-02,2.41,5,0,17,
27136966,Downtown Private Guest Loft with Cool Vintage Vibe-Sanitized,32592159,Stacy And Casey,,District 19,36.17557,-86.79755,Entire home/apt,116,1,502,2024-09-12,6.80,5,13,59,
27192929,Victorian Home ⬙ Pool & Hot Tub ⬘ 3mi to DWTN,146677027,Ida & David,,District 6,36.18097,-86.73964,Entire home/apt,,2,138,2024-08-26,2.03,1,87,15,
27223811,"The Dolly: Breezy Rooftop, Iconic Art Retreat",6675690,Isabeau And Shaun,,District 5,36.198498,-86.742035,Entire home/apt,,2,86,2024-08-25,1.16,66,326,13,
27225405,Twin Homes with Airy Rooftops & Photo Ops,6675690,Isabeau And Shaun,,District 5,36.1983276,-86.7418928,Entire home/apt,,2,59,2024-08-05,0.85,66,315,3,
27228775,"Disco Cowgirl House! Fire Pit, 2 mi to Downtown",204571824,Hilary,,District 5,36.17816,-86.76154,Entire home/apt,,2,147,2024-08-18,1.97,2,353,7,
27258909,A3) New GULCH HOME - 4BR  - AMAZING VIEWS,206006183,Drew,,District 17,36.14363,-86.78358,Entire home/apt,392,2,128,2024-07-31,1.73,32,311,4,
27282037,Fall Sale! Loft Overlooking Broadway Strip,167417432,Cal & Steph,,District 19,36.161274,-86.776978,Entire home/apt,256,2,194,2024-08-18,2.67,8,292,24,
27307849,Boutique Design Condo with Private Balcony,145319750,Wil,,District 19,36.1714,-86.78311,Entire home/apt,144,1,116,2024-08-18,1.59,3,17,22,
27359638,sweet home,84493048,Jingbin,,District 20,36.15828,-86.87697,Private room,50,30,12,2024-08-03,0.20,5,322,2,
27432114,"2 -Centrally Located Gem, Walkable with VIEWS",69852847,Laura And The Music City Collection Team,,District 21,36.15824,-86.79494,Entire home/apt,325,3,101,2024-09-15,1.38,27,328,16,
27434683,Country Home With Game Room,21224226,Deborah,,District 10,36.36823,-86.7321,Entire home/apt,159,3,129,2024-09-01,1.78,1,144,17,
27450078,Nashville Riverfront,40638300,Tammy,,District 15,36.21919,-86.70685,Entire home/apt,625,3,91,2024-09-08,1.28,1,283,29,2018056013
27457444,Upscale Nashville Townhome on Golf Course*,99660730,Doc,,District 29,36.08668,-86.63363,Entire home/apt,289,2,56,2022-08-02,0.76,1,0,0,
27457812,Nashville Dream Condo ~ Melrose ~2 miles Downtown!,22484676,Jacqueline,,District 17,36.12635,-86.77856,Entire home/apt,175,30,75,2020-08-16,1.01,1,43,0,
27464551,"Super Clean, Cute & Comfy! Private Suite Retreat",2236071,Angela & Chris,,District 8,36.25572,-86.72937,Entire home/apt,129,2,177,2024-09-09,2.39,1,26,29,2018046113
27479224,Skyline View Roofdeck Luxury TH near Downtown/BWay,16284736,Jordan,,District 5,36.19076,-86.77213,Entire home/apt,224,1,401,2024-09-11,5.39,1,70,79,
27489460,3 Downtown Home Rooftop with City Views  7 Beds,69852847,Laura And The Music City Collection Team,,District 19,36.15812,-86.79387,Entire home/apt,,3,150,2024-08-25,2.02,27,337,13,
27500000,East Nashville private suite! “Little yellowbird”,95001277,Leah,,District 6,36.18745,-86.73828,Entire home/apt,85,2,154,2024-08-28,3.98,1,172,41,
29683581,Sophisticated 1BR Condo Furnished w/ Parking,126174,TrueAvenue,,District 5,36.17351,-86.76548,Entire home/apt,83,30,5,2022-10-22,0.08,29,147,0,
29684363,Suite One in the House of Synchronicity,223402751,Cleo,,District 11,36.20321,-86.61819,Private room,54,1,159,2024-08-18,2.23,2,69,51,
29685037,Suite Three in the House of Synchronicity,223402751,Cleo,,District 11,36.20283,-86.61813,Private room,54,1,141,2024-09-01,1.98,2,83,54,
29689085,Breathe Nashville Grammy-Nominated Songwriter Home,145682409,Stephanie,,District 17,36.13107,-86.7792,Entire home/apt,,2,51,2024-09-01,0.72,1,151,10,
29692044,Downtown/20 ft ceiling/Music Row/Rooftop Hottub!,14448697,Che,,District 19,36.14811,-86.79025,Entire home/apt,,2,46,2024-06-23,0.69,14,266,9,
29705296,"2BR Suite: DT Nash, Full Kitchen & Living Room",197082329,TMC Hospitality,,District 19,36.15668,-86.77317,Private room,,1,983,2024-09-02,13.92,17,348,121,
29757144,"Walk to Vandy, Belmont, the Village - Park Free!",96578972,Aidan,,District 18,36.13963,-86.81211,Entire home/apt,170,2,262,2024-09-08,3.80,1,49,40,2018061568
29758241,East Nashville Refuge - Where Culture Meets Nature,7845627,Micah,,District 6,36.17327,-86.71985,Entire home/apt,103,2,166,2024-08-23,2.38,1,358,30,
29777437,"Marigold Treehouse, 3 beds",74613311,Nancye Denise,,District 26,36.07804,-86.73405,Entire home/apt,,2,116,2024-05-06,1.67,4,4,3,
29818977,Ready Set Stay in 12 South,22066344,Katie,,District 17,36.1299,-86.7809,Entire home/apt,,2,142,2024-05-18,2.03,4,12,11,
29828980,Private Garden Cottage in Historic 5 Points Neighborhood,28766725,Sam,,District 6,36.17381,-86.7501,Entire home/apt,155,2,253,2024-09-08,3.57,1,300,35,
29852198,Private Nashville Rooftop Panoramic Downtown Views,61424583,Joe,,District 17,36.145142,-86.785492,Entire home/apt,670,3,80,2024-09-16,1.20,1,332,12,
