id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27605779,Nation Station,30725692,Jessica And Jeff,,District 20,36.16279,-86.85371,Entire home/apt,394,1,12,2024-09-15,0.17,1,348,3,
27606282,"Luxury 4 Bedroom Home, Heart of the Entertainment",319913,Playlist,,District 17,36.13606,-86.78608,Entire home/apt,,2,17,2024-06-17,0.23,15,332,4,STRP# - 2018041360
27611390,"The Music City Suite, private entry and suite!",82349956,Seth,,District 15,36.16631,-86.67803,Private room,94,1,245,2024-09-02,3.92,1,140,19,
27611691,"River & Blues-Downtown, Parking, Pool, River Front",1954274,Debbie & Bill,,District 19,36.17422,-86.77999,Entire home/apt,207,2,403,2024-08-30,5.53,1,281,48,
27631070,The Tennessee Texan,208509587,Evan,,District 16,36.09744,-86.72413,Entire home/apt,94,2,257,2024-09-10,3.57,1,133,38,
27655588,Delightful Nations Retreat,208707842,Holly,,District 20,36.16595,-86.86359,Entire home/apt,250,2,203,2024-08-31,2.76,1,9,27,
27657731,Nashville/ Hermitage House,207100990,Will,,District 14,36.20098,-86.63072,Entire home/apt,175,2,36,2024-08-25,0.49,1,60,30,T2023045646
27661355,"Music City Muse (8 beds, sleeps 13)",440360756,Chris,,District 21,36.16132,-86.80945,Entire home/apt,123,2,389,2024-09-01,5.39,41,155,57,
27704354,Windrustle-South Nashville *Women Only*,40044315,Wendy,,District 27,36.04621,-86.73612,Private room,36,30,14,2024-08-18,0.19,1,145,3,
27754755,Renovated Ranch on 1 Acre Close to Downtown!,21784536,Dave,,District 15,36.16121,-86.676,Entire home/apt,283,30,47,2022-11-05,0.64,2,243,0,
27756777,"Lofty Dreams - City Heights, Downtown Nashville",161316384,Wayne,,District 21,36.1573,-86.81782,Entire home/apt,95,30,11,2023-03-11,0.16,4,134,0,
27789062,Great location! Start here & explore Nashville!,209839953,Michelle,,District 17,36.13478,-86.7569,Entire home/apt,59,30,11,2024-09-03,0.19,1,261,3,
27792225,Nashville Dreamer - Mins To Downtown - 3br 2.5bath,101426897,Host Extraordinaires,,District 17,36.13236,-86.76563,Entire home/apt,198,2,136,2024-09-01,1.84,207,335,29,
27807422,The Musician's Cottage,85360355,StayLocal,,District 15,36.15136,-86.69783,Entire home/apt,89,1,196,2024-09-01,2.65,114,342,32,
27808053,Beautiful DTown/12 Beds/Rftop Deck/2nd Home Option,104850762,DC Capital,,District 21,36.15481,-86.82156,Entire home/apt,,2,119,2024-09-02,1.71,24,334,16,
27810228,Walk To Vanderbilt,13978230,Tashi,,District 18,36.1314,-86.80777,Entire home/apt,,30,21,2023-10-15,0.30,1,39,1,
27831981,The Sunny Side Up - 5 Minutes from Downtown,85360355,StayLocal,,District 5,36.18022,-86.77165,Entire home/apt,,1,158,2024-09-08,2.17,114,338,28,
27864959,Cozy Retreat Minutes from Germantown and Broadway,26493160,Marcia,,District 21,36.17401,-86.80366,Entire home/apt,159,1,190,2024-08-25,2.86,1,39,38,
27867990,"Julep House: Long Visits, Stylish & Dog-Friendly",6675690,Isabeau And Shaun,,District 6,36.189003,-86.736908,Entire home/apt,162,31,6,2024-04-21,0.08,66,241,2,
27871430,Charming Master Suite - Nashville,210538243,Jennifer,,District 31,36.02418,-86.69516,Private room,58,30,18,2024-08-03,0.25,5,364,3,
27927088,Heart Of Downtown Nashville WALK to it ALL!,28196034,Dorinda,,District 19,36.16232,-86.78476,Entire home/apt,192,2,303,2024-09-11,4.12,23,145,53,
27927532,"Luxury in Music Row, The Gulch is Minutes Away!",319913,Playlist,,District 17,36.13522,-86.78763,Entire home/apt,,2,65,2024-06-30,0.90,15,305,8,STRP# - 2021028163
27929014,Rodeo. Excellent Location Downtown Nashville,179452506,Carrie,,District 17,36.1264,-86.77857,Entire home/apt,109,2,148,2024-09-15,2.02,6,347,17,
27959920,Nell's Haven Two Miles to Downtown & Broadway,187200206,Dwell,,District 21,36.18169,-86.80465,Entire home/apt,322,2,128,2024-05-05,1.74,6,99,4,
27969018,Music City Diva Suite!,56574808,Allie,,District 26,36.07398,-86.73483,Entire home/apt,55,1,153,2023-07-29,2.07,1,259,0,
27979443,Smooth Landing,143024971,Linda,,District 13,36.09274,-86.6759,Entire home/apt,101,3,64,2024-09-07,0.87,2,365,6,
28005035,RiverHaven 6,33524311,Linda,,District 7,36.22278,-86.7079,Private room,150,2,95,2024-05-20,1.30,3,335,6,
28042539,Stay in Elvis'  Personal Suite. Guitar-Shaped Pool,1683708,Carlos And Cheryl,,District 19,36.15153,-86.79295,Entire home/apt,184,3,182,2024-09-15,2.51,4,301,23,
28049102,East Nashville Apartment,211726625,John,,District 6,36.17888,-86.74777,Entire home/apt,124,1,345,2024-09-02,4.70,1,61,26,
28052539,The NeST Nashville; heart of the art district,18920563,Robin,,District 17,36.134395599365234,-86.76444244384766,Entire home/apt,244,4,171,2024-09-02,2.42,1,92,21,
28132994,Cozy Modern in Germantown – 1.5m walk to Broadway,2575655,Stephanie,,District 19,36.18059,-86.79298,Entire home/apt,314,3,142,2024-09-16,2.17,1,145,39,
28148865,The Keystone on 3rd - Walkable & Close to Downtown,85360355,StayLocal,,District 19,36.184,-86.78963,Entire home/apt,,1,205,2024-09-02,2.79,114,307,30,
28158642,Neighborhood Nook,212690684,Shannon,,District 17,36.1245,-86.75762,Entire home/apt,130,1,218,2024-09-05,2.99,1,66,25,
28179436,Low Places. Downtown w Kitchen. Discount 4+ Nights,179452506,Carrie,,District 17,36.12642,-86.77856,Entire home/apt,104,2,174,2024-09-04,2.38,6,193,18,
28224045,The Blue House 3bed rm 4mi to DnTn Nashville,19707550,Julie,,District 17,36.12774,-86.73188,Entire home/apt,,2,116,2024-08-07,1.59,6,77,21,
28337557,Mid-Century: Entire Home on Brookwood Terrace,48808401,Clay,,District 24,36.12931823730469,-86.85765838623047,Entire home/apt,202,3,427,2024-09-08,5.93,1,155,68,2018058061
28365055,Gorgeous Downtown Pad-3 Br- 2.5TH -Large Patio,101426897,Host Extraordinaires,,District 21,36.17043,-86.80987,Entire home/apt,175,2,135,2024-08-11,1.86,207,327,19,
28384893,Luxury East Nash Retreat! Cozy! Mins from Downtown,105920090,Ann,,District 5,36.19435,-86.7607,Entire home/apt,,3,41,2024-05-05,0.58,1,224,2,
28392659,Oasis. Downtown Nashville Great Location!,179452506,Carrie,,District 17,36.12642,-86.77856,Entire home/apt,,1,156,2024-08-31,2.13,6,160,14,
28400309,❤️Cozy & Chic Rustic Retreat Log Home❤️Near Opry♫,81344424,Doug & Darolyn,,District 15,36.22558,-86.68705,Entire home/apt,189,2,148,2024-09-12,2.05,2,172,33,
28410059,E Nashville*1/2 Block to 5Points*1BR/1BA*G-Fiber.,99547311,Crystal,,District 5,36.17839,-86.75261,Entire home/apt,60,30,73,2024-05-12,1.00,3,230,2,
28429712,Downtown Dream - Extra Bedding - Mins To Broadway,101426897,Host Extraordinaires,,District 17,36.13723,-86.79113,Entire home/apt,314,2,167,2024-08-25,2.28,207,308,39,
28455899,Fall Sale! Stunning Rooftop: Gulch Area,214805611,Chad & Steph,,District 17,36.14497,-86.78453,Entire home/apt,363,2,127,2024-09-08,1.74,1,316,21,
28458232,30+ day min Entire Residential home-The Blue House,173371709,Joseph,,District 16,36.09899,-86.71677,Entire home/apt,154,30,3,2024-08-01,0.25,1,351,3,
28461946,"Rooftop Deck with City ""Vue"" Modern & Charming",319913,Playlist,,District 5,36.19042,-86.77198,Entire home/apt,170,2,23,2022-03-20,0.34,15,292,0,2021042385
28467637,Private Guest House - Just 4 miles to Downtown!,83621335,Erin,,District 16,36.10837,-86.74465,Entire home/apt,115,2,109,2024-08-18,1.49,1,134,19,
28509493,Nashville Nest~15 mins from Broadway,214687371,Blake,,District 13,36.14483,-86.63906,Entire home/apt,115,4,199,2024-08-18,2.74,2,136,33,
28513586,Must See Home. Walk E Nashville. Six Minutes to Downtown.,57207942,Jaison,,District 6,36.18553,-86.74645,Entire home/apt,,2,113,2024-09-02,1.58,2,324,19,
28559018,"Cora's Place, Nashville",193915173,Alvin,,District 21,36.15833,-86.8261,Entire home/apt,80,1,202,2024-09-08,2.77,1,138,35,
28560089,Burkitt Ranch,215543884,Angelique,,District 31,35.99111,-86.66363,Entire home/apt,65,30,33,2024-08-31,0.46,1,146,2,
28583795,Wine down in Music City! FREEParking | POOL | View,28196034,Dorinda,,District 19,36.17424,-86.78065,Entire home/apt,273,2,218,2024-09-03,3.00,23,151,48,
28585183,The Retreat At Opry Hills,117174684,Mac,,District 15,36.1827,-86.69282,Entire home/apt,171,2,14,2024-09-06,4.12,1,184,14,
28587150,Remodeled Guest Suite in Quaint Bungalow,18338731,Aaron,,District 15,36.16584,-86.68315,Entire home/apt,99,2,248,2024-09-16,3.47,1,260,46,
28607526,Big Comfy Cozy Family Room,215906150,Diane,,District 1,36.21544,-86.85537,Private room,88,2,160,2024-09-08,2.44,1,154,83,
28611456,Studio 154 - Icon Suite,211231188,Studio 154 Luxury,,District 19,36.16475,-86.77634,Private room,,1,27,2024-08-18,0.41,12,131,9,
28611723,Studio 154 Hotel - Legend Loft Suite,211231188,Studio 154 Luxury,,District 19,36.16428,-86.77613,Private room,,1,2,2024-05-05,0.43,12,137,2,
28611832,Studio 154 Hotel - Duet Loft Suite,211231188,Studio 154 Luxury,,District 19,36.16288,-86.77663,Private room,,1,11,2024-08-04,0.17,12,126,3,
28612147,Studio 154 - 2 Bedroom Loft King Suite,211231188,Studio 154 Luxury,,District 19,36.16312,-86.77645,Private room,,1,28,2024-07-22,0.41,12,119,11,
28612716,Studio 154  - Premium Double Queen,211231188,Studio 154 Luxury,,District 19,36.1646,-86.77654,Private room,,1,2,2022-10-02,0.04,12,136,0,
28612808,Studio 154 Hotel - Premium 2 Bedroom Queen Suite,211231188,Studio 154 Luxury,,District 19,36.16255,-86.77496,Private room,,1,22,2024-06-30,0.32,12,131,5,
28613112,Studio 154 - Premium Single King,211231188,Studio 154 Luxury,,District 19,36.16317,-86.77646,Private room,,1,22,2024-07-27,0.33,12,121,11,
28631246,Natchez Trace Cottage Nestled in the Hills,45101594,Scarlett,,District 35,36.027721,-87.006767,Entire home/apt,113,2,188,2024-08-20,2.60,49,347,24,
28631433,Studio 154 Hotel-Premium Double Queen w/ Sofa Bed,211231188,Studio 154 Luxury,,District 19,36.16332,-86.77489,Private room,,1,8,2024-08-11,0.17,12,73,5,
28631531,Studio 154 Hotel-River Front Double King w/ Patio,211231188,Studio 154 Luxury,,District 19,36.16345,-86.77686,Private room,,1,12,2024-09-01,0.18,12,122,7,
28631887,Studio 154 - River Front Single King w/ Patio,211231188,Studio 154 Luxury,,District 19,36.16249,-86.77536,Private room,,1,4,2024-06-09,0.07,12,69,3,
28655303,The Nest - pet friendly - near downtown!,132765119,Debbie,,District 21,36.16408,-86.80431,Entire home/apt,99,2,325,2024-09-08,4.47,3,209,58,
28697710,12 South - Spacious - Rooftop & Centrally Located,212407889,Kim,,District 17,36.12336,-86.78248,Entire home/apt,,2,150,2024-09-01,2.09,1,290,14,
28718896,Convenient Downtown 6 Bed 2.5 B NFL Sunday Ticket,55196455,Jeff,,District 5,36.17910004,-86.75900269,Entire home/apt,243,1,62,2024-09-01,0.86,15,101,1,
28755287,Fall Sale! Home in East Nash Walk to Shops,216897354,Mary & Willie,,District 5,36.17888,-86.75897,Entire home/apt,183,2,200,2024-09-01,2.76,1,325,36,
28809401,East Nash- Private Mural- 7 Beds-2 Mi. to Downtown,57440502,Kaylea,,District 6,36.19296,-86.74196,Entire home/apt,,2,27,2024-06-09,0.37,1,365,8,
28840327,1 bedroom perfect for female medical professional,88338829,Clare,,District 19,36.18378,-86.79757,Private room,45,28,2,2023-05-11,0.12,1,261,0,
28847024,"The Amethyst. Beautiful and Walkable to Cafes, Shops, Bars",217521865,Randy + Diane,,District 19,36.17793,-86.78847,Entire home/apt,126,1,550,2024-09-14,7.70,3,266,100,
28862505,Asher House 1,217285315,Kay,,District 35,36.02736,-86.97026,Private room,,1,111,2024-07-28,1.53,1,0,4,
28864803,Downtown Loft💜Walk to Honky Tonk Row!,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,105,2,258,2024-09-02,3.56,10,147,29,
28866427,Modern Luxury 6 Beds Rooftop Deck 3 mi to Downtown,46299527,Amy,,District 7,36.19868,-86.74005,Entire home/apt,301,1,231,2024-09-12,3.19,2,249,39,
28867605,Nashville Home w/ Seasonal Pool < 5 Mi to Dtwn!,121235121,Evolve,,District 6,36.17585,-86.7225,Entire home/apt,,3,25,2024-09-08,0.38,53,344,9,
28915642,Downtown Nashville Comfy & Cozy (D),157362828,Ron & Susan,,District 19,36.16005,-86.80126,Entire home/apt,120,2,181,2024-09-17,2.54,9,131,50,
28916493,NFL Sun Ticket Townhome 6 Bed 2.5B Prime Location,55196455,Jeff,,District 5,36.17890167,-86.75939941,Entire home/apt,300,2,7,2022-12-04,0.11,15,106,0,
28930638,Nashville Fav! Private Garage & Close to Broadway,36393087,Allison,,District 2,36.19413,-86.778336,Entire home/apt,234,1,101,2024-05-11,1.39,4,101,5,
28952938,Boutique Condo in the Heart of Dynamic 12 South,45101594,Scarlett,,District 17,36.12326,-86.78975,Entire home/apt,257,2,299,2024-09-01,4.16,49,304,48,
28980404,Southside Extraordinaire - Walk To Gulch - Lux 4br,101426897,Host Extraordinaires,,District 17,36.14568,-86.78074,Entire home/apt,371,2,168,2024-09-09,2.32,207,329,31,
28983320,★ Modern & Spacious Bedroom w/Private Bathroom ★,2655902,Yeva & Igor,,District 21,36.17352,-86.80936,Private room,63,1,208,2024-09-01,2.89,2,87,32,
28987936,Southern Suite 4 miles from Broadway,96561442,Kayla,,District 15,36.16216,-86.70848,Entire home/apt,93,2,305,2024-07-28,4.25,1,138,24,
29003171,★ Bright & Cozy Bedroom | Near Downtown ★,193757773,Nick,,District 21,36.1724,-86.80898,Private room,56,1,185,2024-09-06,2.57,8,85,38,
29003604,★ Modern & Clean Bedroom | Near Downtown ★,2655902,Yeva & Igor,,District 21,36.17217,-86.8099,Private room,51,1,199,2024-09-08,2.77,2,79,45,
29009493,Luxury Suite 1 Mile To Broadway w/Private Parking,70706732,Ronnie Lee,,District 17,36.14455,-86.76479,Entire home/apt,146,1,360,2024-09-16,4.97,1,157,90,
29039559,"Charming, quiet and hip apt. Great neighborhood!",120122936,Jeff,,District 6,36.18355,-86.74491,Entire home/apt,75,1,433,2024-09-09,5.99,3,320,69,
29056520,Boutique Studio in Heart of Dynamic 12 South #203,45101594,Scarlett,,District 17,36.12326,-86.78975,Entire home/apt,173,2,267,2024-08-18,3.70,49,310,44,
29072818,Private East Nashville Getaway,11865937,Casey,,District 6,36.182,-86.74111,Entire home/apt,190,2,157,2024-09-01,2.18,1,163,17,
29103540,Great location near Opry Mills and Airport!,80372333,Carol,,District 13,36.1452,-86.64273,Entire home/apt,65,30,20,2024-08-06,0.30,1,34,4,
24080943,"Spacious, Comfortable house near Five Points",14907259,Tom,,District 5,36.18066,-86.75792,Entire home/apt,225,2,17,2024-06-23,0.22,1,94,4,
24086570,30% Off 30+ Nights: Great Location & Outdoor Space,24637373,Megan,,District 5,36.18496,-86.75203,Entire home/apt,174,30,18,2023-10-13,0.24,3,76,1,
24094071,"Cozy East Nashville Home, 7 minutes to Downtown",22770966,Ryan,,District 5,36.20548,-86.75481,Entire home/apt,167,1,467,2024-09-02,5.97,2,333,66,
24148022,Stay in Music City at The Bluebird Studio!,6855810,UrbanNashville,,District 17,36.12666,-86.77852,Entire home/apt,84,2,276,2024-09-13,3.54,115,146,46,
24177810,Downtown Nashville Condo Near ALL the Honky Tonks,164277636,Brooke,,District 19,36.15609,-86.77144,Entire home/apt,,2,274,2024-08-04,3.56,1,150,11,
24242819,Nashville Downtown Riverfront Condo -Honky Tonks,31293644,Traci,,District 5,36.17482,-86.77983,Entire home/apt,,2,110,2023-10-29,1.41,1,314,1,
24245679,East Nashville 1920's Loft in quiet neighborhood,102302778,Amber,,District 7,36.2142,-86.72667,Entire home/apt,121,2,221,2024-09-14,2.83,1,69,46,
24246244,The Little Green Bungalow,4700813,Sarah,,District 7,36.20139,-86.73055,Entire home/apt,127,3,224,2024-09-10,2.99,1,251,34,
24249762,Watch the City Light up from an Enormous Rooftop Couch,158629193,Guy And Itay,,District 21,36.15407,-86.81749,Entire home/apt,,2,44,2024-04-23,0.57,14,239,4,
24250323,Luxurious Townhouse in Up-And-Coming New Neighborhood,158629193,Guy And Itay,,District 21,36.155,-86.81721,Entire home/apt,,2,33,2022-06-26,0.42,14,339,0,
24280277,Best 2 Story Luxury Home - Downtown Nashville,183129583,Gavin,,District 21,36.16712,-86.82006,Entire home/apt,203,1,391,2024-09-16,4.98,1,242,84,
24328999,Dine Under the Stars on a Townhouse Rooftop,15586733,Neal,,District 20,36.15664,-86.84733,Entire home/apt,244,1,156,2024-08-24,2.05,19,337,28,
24356038,MEGA Nashville - 2 Units! 2 Rooftops! 6BR/5BA,158629193,Guy And Itay,,District 21,36.15867,-86.81664,Entire home/apt,,2,201,2024-09-16,2.57,14,333,19,
24396244,Right at home in Nashville,184140863,John,,District 13,36.13716,-86.63665,Entire home/apt,271,3,84,2024-05-07,1.08,1,359,4,
24406332,The Top Floor- an East Nashville charmer!,16621065,Cathy,,District 5,36.19103,-86.76299,Entire home/apt,164,2,121,2024-09-03,1.90,1,38,7,
24419377,Perfect 4 Couples/2 Miles 2 Downtown/2 Full Baths,129663177,Tom,,District 5,36.18923,-86.75915,Entire home/apt,156,1,442,2024-09-07,5.66,1,130,61,
24428600,East Nashville Beauty  - Hot Tub,51934419,Matt,,District 5,36.19123,-86.76165,Entire home/apt,166,2,198,2024-09-15,2.58,1,341,35,
24464614,Music Themed Getaway Minutes from Downtown Nashville,184785078,Tyler And Jennifer,,District 24,36.12484,-86.81972,Entire home/apt,153,3,208,2024-09-17,2.69,1,40,34,
24491267,The Holly House,22491739,Natalie,,District 6,36.1768,-86.74617,Entire home/apt,,2,154,2024-09-15,1.98,1,204,11,
24494438,Amazing Suite in 12th South Nashville!!,107373505,12th,,District 18,36.12741,-86.79117,Private room,129,3,77,2024-08-18,1.00,4,154,5,
24494532,Vacation in Style in 12th South Nashville!!,107373505,12th,,District 18,36.12645,-86.79117,Private room,129,3,79,2024-09-15,1.02,4,159,19,
24494613,Play Pool at a Sleek Home in 12th South!,107373505,12th,,District 18,36.127,-86.79113,Entire home/apt,269,3,98,2024-07-15,1.27,4,158,14,
24497645,Your home away from home in local East Nashville,8670025,Stephanie,,District 7,36.20189,-86.72624,Entire home/apt,,2,113,2024-05-03,1.45,1,83,2,
24514365,Gulch Studio • Central Location • Near Downtown!,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,93,2,321,2024-09-11,4.13,10,121,41,
24515023,1 Bedrm Loft! Centered in the Gulch!,171176713,Mercury,,District 19,36.15187,-86.78508,Entire home/apt,96,2,251,2024-09-08,3.23,10,136,35,
24574665,The Fiddle Fig House,31175732,Meredith,,District 20,36.15563,-86.88437,Private room,91,2,101,2024-08-11,1.30,1,161,15,
24578571,4 Bedroom East Nashville Craftsman *NEW HOT TUB*,16791205,Kaitlin,,District 6,36.19214,-86.74143,Entire home/apt,,2,143,2024-09-08,1.84,1,235,45,
24579448,Newly Updated Downtown Nashville Riverfront Condo,176951851,Vicki,,District 19,36.17407,-86.78082,Entire home/apt,226,2,114,2024-06-23,1.48,1,230,17,
24580553,New Luxury Townhome-Great East Nashville Location,143329904,Christopher,,District 5,36.18317,-86.75047,Entire home/apt,256,3,177,2024-08-11,2.48,1,147,26,
24623130,Stone Cottage E Nashville 3 miles from downtown,8694266,Nancy,,District 5,36.19708,-86.74488,Entire home/apt,110,2,292,2024-09-02,3.77,1,39,50,
24625701,Private King Bedroom at King of the Hill Home,143796055,Alianna & Kenneth,,District 12,36.18919,-86.59133,Private room,75,31,28,2020-02-16,0.36,4,90,0,
24627334,Private Queen Bedroom at The King of the Hill Home,143796055,Alianna & Kenneth,,District 12,36.18956,-86.5901,Private room,75,30,31,2020-03-21,0.40,4,90,0,
24628812,Private Airmattress Bdrm at King of the Hill Home,143796055,Alianna & Kenneth,,District 12,36.18751,-86.59193,Private room,75,30,18,2020-02-17,0.23,4,90,0,
24651688,Private East Nashville Bungalow,186300146,Katelyn,,District 6,36.1924,-86.73795,Entire home/apt,152,3,22,2024-09-09,1.22,1,45,10,
24653220,Cozy Cottage in Prime Location,128714159,Laura,,District 24,36.1478,-86.85117,Entire home/apt,307,2,94,2024-09-08,1.22,1,355,18,
24667605,Stand Alone 2 Bed 2 Bath Home!,186429871,Zachary,,District 6,36.16605,-86.7467,Entire home/apt,143,1,304,2024-09-02,3.99,1,40,61,
24676429,HGTV Nashville Getaway Near Airport and Broadway,106421559,Jordan,,District 16,36.09968,-86.72195,Entire home/apt,,2,193,2024-09-16,3.14,2,74,33,
24688509,Historic 1-Bedroom Condo on Nashville's Music Row,186594600,Kenneth,,District 19,36.15048,-86.79114,Entire home/apt,154,3,285,2024-09-08,3.70,1,300,39,
24694751,PlantLovers Perch-15 minutes to downtown Nashville,18228464,Emily,,District 8,36.26026,-86.73002,Entire home/apt,178,2,112,2024-06-23,1.44,1,26,13,
24697042,"Historic Home, Summer room for rent $900/m",14014147,Jan,,District 11,36.26075,-86.64568,Private room,30,30,1,2018-05-17,0.01,3,346,0,
24697740,Music City White House - Nashville Southern Charm,93347817,Amanda,,District 17,36.13321304321289,-86.77884674072266,Entire home/apt,399,2,155,2024-09-01,2.00,4,317,13,
24714412,"Cozy, Country Apartment",132863118,Tad,,District 29,36.11224,-86.63772,Entire home/apt,,30,8,2024-07-01,0.11,2,19,1,
24715542,Nashville Home: Luxury for You & Fun for Your Kids,186810029,Kim,,District 7,36.20969,-86.72644,Entire home/apt,,2,28,2024-09-02,0.37,1,324,4,
24734366,"3 bdrm, 3 bath, East Nashville Retreat!",186984255,David,,District 7,36.19533,-86.73887,Entire home/apt,157,1,211,2024-08-19,2.74,1,126,22,
24737740,Private 2 king bedrooms guest suite w/full kitchen,31050052,Anneliese,,District 15,36.15805,-86.67644,Entire home/apt,136,1,714,2024-09-15,9.45,1,88,106,
24749438,EVERVIEW in Wedgewood Houston,187111613,Marilyn,,District 17,36.13595,-86.76868,Private room,120,2,209,2024-09-01,2.71,1,153,26,
24753664,Perfect Ten-nessee Studio in Twelve South,22066344,Katie,,District 17,36.12044,-86.78592,Entire home/apt,193,2,265,2024-08-18,3.57,4,152,28,
24769386,5K Sq Ft Amenity Filled Modern Home 5 miles To DT!,187273998,Danielle,,District 2,36.20938,-86.80649,Entire home/apt,,1,106,2024-08-10,1.40,1,360,4,
24774210,"The Wade: Spacious Kings, Walk to Summer Fun",6675690,Isabeau And Shaun,,District 17,36.136509,-86.790398,Entire home/apt,339,2,110,2024-09-08,1.43,66,335,11,
24780330,StayEastNashville!  2.5 miles to Broadway,45289333,Scott,,District 5,36.18411,-86.74994,Entire home/apt,231,3,122,2024-07-28,1.78,2,29,14,
24798795,"The Elberta Cottage—Pet friendly, 10 min to city",104549623,Ashley,,District 16,36.11795,-86.74028,Entire home/apt,165,1,461,2024-09-08,6.18,1,132,91,
26354589,Cute condo #F on Shelby Ave premit #2017008301,2449922,Amy,,District 6,36.16878,-86.75998,Entire home/apt,93,2,204,2024-09-03,2.71,4,157,29,
26356781,Nashville Charm. Music City Soul. Next to it all,6278385,John & Elisabeth,,District 17,36.13876,-86.76469,Entire home/apt,384,3,200,2024-09-08,2.66,1,117,30,
26426175,Pearls Place- Stylish Hideaway-minutes to downtown,198705713,Paige,,District 16,36.10521,-86.73815,Entire home/apt,113,1,116,2024-09-01,1.54,1,165,4,
26445240,Dream Den Nashville,61082762,Brittney,,District 8,36.25345,-86.72149,Entire home/apt,127,1,102,2024-05-26,1.85,1,262,8,
26456708,"Spacious, Quiet Comfort at Camp Catina- no pets",198948107,Catherine,,District 8,36.22488,-86.73714,Entire home/apt,125,30,79,2024-09-05,1.05,1,318,2,
26473813,Dogwood House:Cozy Hideaway near downtown,109712828,Kristin,,District 17,36.11523,-86.76453,Entire home/apt,,3,193,2024-09-01,2.56,3,202,23,
26473920,"Quaint Town Home, 1 Bedroom by the Airport",123953668,Trevor,,District 13,36.11975,-86.62747,Private room,36,30,16,2020-09-07,0.24,1,362,0,
26488177,Voted Best of Nashville - Vibrant & Fantastic Downtown Condo,133757060,Zac,,District 19,36.16197,-86.78289,Entire home/apt,216,1,592,2024-09-02,7.88,8,332,61,
26501188,Top 10% Worldwide Guest Favorite East Nash Twnhome,5222914,Paul,,District 5,36.18311,-86.75063,Entire home/apt,286,1,103,2024-09-02,1.50,1,124,29,
26638862,Lovely Cottage ~2 BR 2 BA~ 7 Min. To Downtown,23854221,Sara,,District 5,36.19376,-86.76383,Entire home/apt,219,1,147,2024-08-24,1.96,1,63,25,
26658902,A7*) Grand Ole Gulch Home - Walk to Bars,206006183,Drew,,District 17,36.14614,-86.78563,Entire home/apt,,2,229,2024-09-09,3.05,32,300,23,
26659476,Treat Yourself To Luxury! 2 miles from Downtown!,23314330,Sara,,District 19,36.18169,-86.79712,Entire home/apt,,2,122,2024-09-02,1.66,2,331,18,
26662703,Serene & Modern House in an Authentic Neighborhood,17651188,Laura,,District 21,36.18169,-86.80889,Entire home/apt,257,3,37,2024-09-02,0.51,2,71,19,
26686134,Music City Vacation! Great for Groups and Families,135242825,Cody,,District 27,36.04981,-86.73323,Entire home/apt,324,2,14,2024-05-21,0.19,1,268,1,
26693393,Mini Master Suite With Large Private Deck,5178185,Joel,,District 6,36.17049,-86.74687,Private room,90,1,48,2024-05-01,0.64,4,254,1,
26713924,Star Wars Suite - Not Your Typical Crash Pad,200867539,Elissa,,District 28,36.06791,-86.67053,Private room,,3,148,2024-08-26,1.96,1,2,13,
26764632,Nashville Gem * Central Suite * Easy Exploring!,88959664,Julian,,District 5,36.19089,-86.77145,Private room,90,2,423,2024-09-13,5.66,43,316,53,2018040152
26772755,The Pines on Trousdale!,201304408,Gail,,District 26,36.07721,-86.75761,Entire home/apt,160,31,47,2022-08-07,0.63,1,83,0,
26776225,Luxury House |Heated Pool| Gulch |Walk Anywhere!,13049961,Turner,,District 19,36.15064,-86.78682,Entire home/apt,867,1,186,2024-09-16,2.48,1,345,26,
26780958,"Pet-friendly, colorful bungalow in the Nations",33239591,Anitra,,District 20,36.15904235839844,-86.84797668457031,Entire home/apt,170,2,91,2024-09-15,1.27,1,151,26,
26800336,Private Suite & Entrance - South Nashville,23044206,Gretchen,,District 26,36.06318,-86.75344,Entire home/apt,94,3,280,2024-08-31,3.77,1,131,27,
26812177,Walk to All/Broadway/ON THE RIVER/2 BRM 2 BA/POOL,49996257,Kimberly,,District 19,36.173519134521484,-86.78085327148438,Entire home/apt,304,2,223,2024-09-02,3.02,4,145,23,
26812474,Relaxing 1 Bed Retreat Just Outside Music City,134780538,Frank,,District 3,36.27588,-86.7655,Entire home/apt,79,2,322,2024-08-31,4.28,1,106,46,
26848775,"WALK TO FIVE POINTS >> Clean, PRIVATE Guesthouse",201929123,Deb,,District 6,36.18682,-86.7436,Entire home/apt,145,2,132,2024-06-30,1.77,1,346,14,
26876313,Elegant Condo with Rooftop Deck!,126174,TrueAvenue,,District 5,36.17384,-86.76519,Entire home/apt,83,30,9,2024-05-22,0.12,29,85,1,
26917701,Heart of Downtown Nashville WALK to it ALL!,28196034,Dorinda,,District 19,36.16378,-86.78473,Entire home/apt,177,2,339,2024-09-09,4.52,23,149,52,
26948467,Urban Oasis in City Heights Downtown Nashville,161316384,Wayne,,District 21,36.15743,-86.8173,Entire home/apt,70,30,19,2024-06-02,0.27,4,202,3,
